TS,Reading,Flag,TS2,Reading2,Flag2
723,-3,5,2722,-10,5
724,-4,5,2723,-12,5
725,-3,5,2724,-12,5
726,-3,5,2725,-10,5
727,-3,5,2726,-10,5
728,-3,5,2727,-10,5
729,-2,5,2728,-9,5
730,-2,5,2729,-8,5
731,-3,5,2730,-9,5
732,-2,5,2731,-9,5
733,-2,5,2732,-8,5
734,-1,5,2733,-10,5
735,-1,5,2734,-9,5
736,0,5,2735,-8,5
737,-1,5,2736,-9,5
738,1,5,2737,-8,5
739,3,5,2738,-9,5
740,2,5,2739,-9,5
741,2,5,2740,-9,5
742,2,5,2741,-9,5
743,0,5,2742,-10,5
744,1,5,2743,-8,5
745,2,5,2744,-8,5
746,1,5,2745,-8,5
747,0,5,2746,-10,5
748,-1,5,2747,-10,5
749,-1,5,2748,-10,5
750,0,5,2749,-10,5
751,-1,5,2750,-10,5
752,-1,5,2751,-9,5
753,1,5,2752,-8,5
754,2,5,2753,-6,5
755,2,5,2754,-7,5
756,2,5,2755,-6,5
757,1,5,2756,-7,5
758,1,5,2757,-8,5
759,3,5,2758,-9,5
760,2,5,2759,-9,5
761,2,5,2760,-8,5
762,3,5,2761,-8,5
763,5,5,2762,-7,5
764,6,5,2763,-5,5
765,7,5,2764,-3,5
766,7,5,2765,-2,5
767,6,5,2766,-5,5
768,6,5,2767,-5,5
769,5,5,2768,-7,5
770,6,5,2769,-9,5
771,6,5,2770,-8,5
772,7,5,2771,-7,5
773,6,5,2772,-5,5
774,7,5,2773,-5,5
775,8,5,2774,-4,5
776,8,5,2775,-4,5
777,9,5,2776,-6,5
778,9,5,2777,-6,5
779,11,5,2778,-7,5
780,12,5,2779,-7,5
781,13,5,2780,-4,5
782,14,5,2781,-5,5
783,13,5,2782,-5,5
784,15,5,2783,-5,5
785,15,5,2784,-6,5
786,14,5,2785,-7,5
787,15,5,2786,-6,5
788,16,5,2787,-4,5
789,16,5,2788,-4,5
790,18,5,2789,-5,5
791,18,5,2790,-4,5
792,19,5,2791,-4,5
793,21,5,2792,-5,5
794,22,5,2793,-5,5
795,21,5,2794,-5,5
796,20,5,2795,-4,5
797,21,5,2796,-2,5
798,21,5,2797,-1,5
799,21,5,2798,0,5
800,20,5,2799,1,5
801,21,5,2800,0,5
802,23,5,2801,-1,5
803,24,5,2802,-1,5
804,26,5,2803,-3,5
805,27,5,2804,-3,5
806,28,5,2805,0,5
807,28,5,2806,2,5
808,28,5,2807,3,5
809,29,5,2808,4,5
810,28,5,2809,4,5
811,26,5,2810,3,5
812,26,5,2811,2,5
813,26,5,2812,2,5
814,28,5,2813,2,5
815,29,5,2814,3,5
816,28,5,2815,3,5
817,29,5,2816,4,5
818,29,5,2817,5,5
819,28,5,2818,6,5
820,26,5,2819,6,5
821,24,5,2820,5,5
822,24,5,2821,5,5
823,24,5,2822,5,5
824,23,5,2823,5,5
825,23,5,2824,6,5
826,21,5,2825,6,5
827,18,5,2826,8,5
828,17,5,2827,7,5
829,14,5,2828,8,5
830,12,5,2829,9,5
831,10,5,2830,10,5
832,8,5,2831,10,5
833,6,5,2832,9,5
834,4,5,2833,9,5
835,5,5,2834,10,5
836,4,5,2835,11,5
837,3,5,2836,11,5
838,2,5,2837,11,5
839,1,5,2838,10,5
