I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-16,-19,-3,17,-7,-11,-17,-19,-26,-12,-15,-9
-17,-20,-3,18,-7,-12,-19,-20,-27,-12,-14,-10
-17,-20,-3,18,-7,-12,-19,-20,-27,-12,-14,-10
-17,-19,-2,18,-8,-11,-19,-20,-27,-13,-14,-11
-14,-18,-4,16,-5,-11,-20,-21,-27,-14,-15,-12
-17,-21,-4,19,-7,-13,-21,-21,-28,-15,-15,-14
-20,-24,-4,22,-8,-14,-22,-22,-29,-16,-16,-15
-20,-24,-4,22,-8,-14,-21,-21,-29,-15,-16,-15
-16,-20,-4,18,-6,-12,-19,-20,-27,-13,-14,-14
-14,-17,-3,15,-6,-10,-18,-20,-26,-12,-14,-13
-14,-17,-3,15,-6,-10,-18,-21,-26,-12,-15,-13
-14,-18,-4,16,-5,-11,-20,-22,-26,-13,-17,-14
-12,-16,-4,14,-4,-10,-18,-22,-26,-14,-16,-13
-10,-14,-4,12,-3,-9,-17,-21,-26,-14,-15,-12
-10,-13,-3,11,-4,-8,-17,-21,-26,-14,-14,-12
-13,-15,-2,14,-6,-9,-17,-22,-26,-14,-14,-12
-14,-17,-3,15,-6,-10,-19,-22,-28,-15,-15,-13
-16,-19,-3,17,-7,-11,-20,-23,-28,-15,-16,-13
-18,-22,-4,20,-7,-13,-21,-23,-28,-15,-16,-14
-22,-27,-5,24,-9,-16,-23,-24,-30,-15,-18,-15
-25,-29,-4,27,-11,-17,-23,-25,-31,-16,-19,-16
-23,-28,-5,25,-9,-17,-23,-25,-31,-16,-20,-17
-20,-24,-4,22,-8,-14,-21,-24,-30,-15,-19,-16
-15,-19,-4,17,-6,-12,-20,-23,-29,-15,-17,-15
-15,-16,-1,15,-7,-9,-19,-23,-29,-16,-17,-15
-15,-16,-1,15,-7,-9,-20,-24,-29,-16,-18,-17
-17,-18,-1,17,-8,-10,-21,-25,-30,-18,-18,-18
-15,-17,-2,16,-7,-10,-20,-24,-29,-17,-16,-17
-13,-17,-4,15,-5,-11,-20,-24,-28,-16,-17,-16
-11,-16,-5,13,-3,-11,-20,-24,-28,-15,-15,-15
-11,-16,-5,13,-3,-11,-20,-24,-28,-14,-15,-15
-13,-20,-7,16,-3,-14,-21,-25,-29,-15,-16,-16
-16,-22,-6,19,-5,-14,-21,-26,-30,-16,-18,-18
-18,-23,-5,20,-7,-14,-21,-26,-31,-17,-19,-19
-19,-24,-5,21,-7,-15,-21,-27,-32,-18,-20,-20
-18,-23,-5,20,-7,-14,-20,-26,-31,-18,-20,-19
-17,-21,-4,19,-7,-13,-19,-26,-31,-17,-19,-19
-18,-22,-4,20,-7,-13,-19,-26,-31,-17,-19,-19
-21,-25,-4,23,-9,-15,-20,-26,-31,-18,-19,-20
-22,-27,-5,24,-9,-16,-22,-27,-32,-19,-19,-20
-22,-27,-5,24,-9,-16,-23,-27,-32,-18,-19,-20
-23,-27,-4,25,-10,-16,-24,-28,-33,-19,-20,-20
-20,-26,-6,23,-7,-16,-23,-28,-33,-18,-20,-21
-17,-22,-5,19,-6,-14,-21,-27,-32,-18,-20,-20
-14,-18,-4,16,-5,-11,-21,-27,-31,-17,-20,-20
-12,-18,-6,15,-3,-12,-20,-26,-31,-17,-20,-20
-12,-18,-6,15,-3,-12,-20,-27,-32,-17,-21,-21
-13,-19,-6,16,-4,-13,-21,-26,-33,-17,-22,-21
-14,-18,-4,16,-5,-11,-20,-25,-32,-16,-20,-19
-12,-18,-6,15,-3,-12,-20,-24,-31,-15,-19,-18
-12,-17,-5,14,-4,-11,-19,-24,-31,-15,-19,-18
-12,-17,-5,14,-4,-11,-18,-24,-31,-15,-19,-18
-12,-18,-6,15,-3,-12,-18,-24,-31,-15,-19,-18
-12,-19,-7,15,-3,-13,-19,-25,-32,-17,-20,-19
-10,-18,-8,14,-1,-13,-18,-25,-32,-17,-20,-19
-9,-17,-8,13,-1,-13,-17,-25,-31,-16,-19,-19
-10,-18,-8,14,-1,-13,-17,-25,-31,-16,-19,-19
-11,-18,-7,14,-2,-13,-18,-25,-31,-17,-19,-20
-12,-18,-6,15,-3,-12,-18,-24,-31,-17,-19,-19
-13,-18,-5,15,-4,-12,-19,-24,-31,-17,-19,-20
-13,-18,-5,15,-4,-12,-19,-25,-31,-16,-19,-21
-15,-20,-5,17,-5,-13,-21,-26,-32,-17,-20,-22
-14,-20,-6,17,-4,-13,-21,-26,-32,-17,-19,-22
-14,-21,-7,17,-4,-14,-21,-27,-32,-17,-20,-22
-14,-22,-8,18,-3,-15,-21,-27,-32,-18,-20,-22
-14,-22,-8,18,-3,-15,-21,-28,-33,-18,-20,-22
-14,-21,-7,17,-4,-14,-22,-29,-33,-19,-22,-22
-13,-19,-6,16,-4,-13,-21,-27,-32,-18,-21,-21
-12,-18,-6,15,-3,-12,-20,-27,-32,-17,-20,-20
-16,-22,-6,19,-5,-14,-21,-27,-33,-17,-21,-20
-15,-21,-6,18,-5,-14,-21,-28,-32,-17,-21,-20
-13,-19,-6,16,-4,-13,-21,-28,-33,-16,-20,-20
-10,-15,-5,12,-3,-10,-19,-26,-31,-14,-17,-19
-7,-13,-6,10,-1,-10,-19,-26,-31,-15,-17,-19
-10,-16,-6,13,-2,-11,-19,-26,-33,-16,-17,-20
-14,-19,-5,16,-5,-12,-20,-26,-34,-18,-18,-21
-17,-22,-5,19,-6,-14,-20,-27,-35,-18,-19,-22
-17,-23,-6,20,-6,-15,-21,-28,-35,-18,-19,-22
-16,-22,-6,19,-5,-14,-20,-28,-34,-17,-19,-22
-15,-21,-6,18,-5,-14,-20,-28,-33,-16,-19,-21
-15,-22,-7,18,-4,-15,-21,-29,-33,-17,-20,-22
-15,-21,-6,18,-5,-14,-22,-30,-33,-17,-21,-23
-17,-23,-6,20,-6,-15,-23,-30,-34,-18,-22,-23
-18,-25,-7,21,-6,-16,-24,-30,-35,-19,-23,-24
-19,-26,-7,22,-6,-17,-24,-30,-35,-20,-23,-24
-16,-24,-8,20,-4,-16,-23,-29,-35,-20,-22,-24
-13,-21,-8,17,-3,-15,-21,-28,-34,-20,-21,-23
-11,-19,-8,15,-2,-14,-20,-27,-33,-19,-19,-22
-11,-19,-8,15,-2,-14,-19,-26,-33,-18,-19,-21
-12,-19,-7,15,-3,-13,-18,-26,-33,-18,-19,-21
-14,-19,-5,16,-5,-12,-18,-27,-33,-17,-19,-21
-16,-19,-3,17,-7,-11,-18,-28,-33,-18,-19,-22
-15,-18,-3,16,-6,-11,-19,-28,-33,-18,-19,-22
-15,-18,-3,16,-6,-11,-19,-28,-33,-17,-19,-21
-12,-16,-4,14,-4,-10,-20,-28,-32,-15,-17,-20
-11,-15,-4,13,-4,-10,-20,-27,-31,-15,-16,-19
-12,-16,-4,14,-4,-10,-20,-28,-31,-15,-16,-19
-13,-17,-4,15,-5,-11,-21,-28,-32,-16,-17,-20
-12,-16,-4,14,-4,-10,-19,-27,-31,-16,-17,-19
-10,-14,-4,12,-3,-9,-18,-26,-31,-16,-17,-19
-7,-12,-5,9,-1,-9,-17,-26,-30,-16,-17,-19
-6,-11,-5,8,-1,-8,-16,-26,-30,-16,-18,-19
-9,-14,-5,11,-2,-10,-16,-26,-31,-16,-19,-20
-11,-17,-6,14,-3,-12,-17,-27,-31,-16,-19,-21
-13,-19,-6,16,-4,-13,-19,-28,-32,-17,-19,-22
-13,-20,-7,16,-3,-14,-19,-28,-32,-16,-19,-23
-13,-18,-5,15,-4,-12,-20,-28,-32,-16,-19,-22
-13,-17,-4,15,-5,-11,-21,-27,-32,-17,-20,-22
-10,-15,-5,12,-3,-10,-19,-26,-30,-16,-19,-21
-7,-13,-6,10,-1,-10,-18,-25,-29,-16,-18,-21
-9,-15,-6,12,-2,-11,-19,-25,-29,-16,-18,-21
-13,-20,-7,16,-3,-14,-20,-27,-31,-18,-19,-22
-16,-23,-7,19,-5,-15,-21,-29,-33,-19,-20,-23
-16,-21,-5,18,-6,-13,-21,-30,-33,-18,-19,-22
-15,-20,-5,17,-5,-13,-20,-29,-33,-17,-19,-22
-19,-24,-5,21,-7,-15,-21,-30,-34,-18,-20,-23
-20,-25,-5,22,-8,-15,-21,-30,-35,-20,-21,-25
-18,-23,-5,20,-7,-14,-21,-30,-34,-20,-21,-24
-16,-22,-6,19,-5,-14,-22,-29,-33,-21,-20,-24
-16,-22,-6,19,-5,-14,-23,-29,-33,-20,-20,-24
-17,-23,-6,20,-6,-15,-24,-29,-34,-20,-21,-24
-15,-22,-7,18,-4,-15,-23,-29,-33,-19,-21,-23
-14,-21,-7,17,-4,-14,-21,-29,-33,-19,-21,-23
-14,-21,-7,17,-4,-14,-21,-29,-33,-19,-21,-23
-14,-20,-6,17,-4,-13,-21,-29,-32,-17,-19,-23
-13,-20,-7,16,-3,-14,-21,-28,-32,-17,-18,-22
-13,-21,-8,17,-3,-15,-23,-28,-32,-18,-18,-22
-13,-20,-7,16,-3,-14,-23,-29,-32,-18,-17,-22
-12,-20,-8,16,-2,-14,-24,-29,-32,-18,-17,-23
-10,-17,-7,13,-2,-12,-23,-29,-31,-17,-17,-22
-9,-15,-6,12,-2,-11,-22,-28,-30,-15,-16,-22
-11,-16,-5,13,-3,-11,-22,-28,-31,-16,-17,-22
-14,-18,-4,16,-5,-11,-21,-27,-31,-16,-17,-22
-12,-16,-4,14,-4,-10,-19,-25,-30,-15,-16,-20
-11,-16,-5,13,-3,-11,-19,-25,-31,-16,-16,-20
-8,-14,-6,11,-1,-10,-18,-24,-31,-16,-16,-21
-6,-13,-7,9,0,-10,-18,-25,-31,-16,-16,-21
-7,-15,-8,11,0,-12,-18,-25,-31,-17,-16,-23
-9,-17,-8,13,-1,-13,-20,-27,-33,-18,-17,-24
-9,-17,-8,13,-1,-13,-21,-28,-33,-18,-17,-24
-11,-17,-6,14,-3,-12,-22,-28,-33,-18,-18,-23
-15,-20,-5,17,-5,-13,-23,-29,-33,-18,-19,-24
-16,-20,-4,18,-6,-12,-21,-28,-32,-18,-19,-24
-15,-18,-3,16,-6,-11,-20,-28,-31,-18,-18,-23
-14,-16,-2,15,-6,-9,-20,-27,-30,-17,-17,-23
-13,-16,-3,14,-5,-10,-21,-27,-30,-17,-16,-22
-12,-16,-4,14,-4,-10,-20,-26,-29,-16,-16,-22
-11,-15,-4,13,-4,-10,-19,-25,-28,-15,-15,-21
-11,-16,-5,13,-3,-11,-19,-25,-28,-14,-15,-20
-12,-16,-4,14,-4,-10,-18,-24,-28,-14,-15,-20
-12,-15,-3,13,-5,-9,-17,-24,-28,-14,-14,-20
-15,-16,-1,15,-7,-9,-17,-24,-29,-15,-15,-20
-14,-12,2,13,-8,-5,-15,-22,-28,-13,-14,-19
-12,-7,5,9,-9,-1,-11,-19,-26,-10,-12,-16
-12,-6,6,9,-9,0,-9,-18,-25,-9,-11,-16
-13,-8,5,10,-9,-2,-9,-18,-25,-10,-12,-17
-12,-8,4,10,-8,-2,-8,-17,-24,-10,-12,-17
-13,-10,3,11,-8,-4,-7,-17,-24,-11,-12,-18
-11,-9,2,10,-7,-4,-6,-17,-23,-12,-11,-17
-9,-6,3,7,-6,-2,-5,-16,-22,-12,-10,-17
-7,-4,3,5,-5,-1,-4,-16,-22,-12,-10,-16
-7,-2,5,4,-6,1,-4,-16,-22,-12,-10,-16
-9,-2,7,5,-8,2,-4,-17,-23,-12,-11,-17
-11,0,11,5,-11,5,-4,-18,-24,-12,-13,-18
-8,4,12,2,-10,8,-6,-19,-25,-11,-12,-17
-6,8,14,-1,-10,11,-7,-19,-25,-11,-11,-16
-8,6,14,1,-11,10,-9,-20,-27,-11,-11,-16
-10,4,14,3,-12,9,-12,-21,-29,-12,-12,-17
-11,3,14,4,-12,8,-13,-22,-30,-12,-12,-17
-14,1,15,6,-14,8,-16,-24,-30,-13,-12,-18
-16,0,16,8,-16,8,-20,-27,-31,-13,-13,-18
-17,-1,16,9,-17,7,-23,-29,-31,-13,-13,-18
-15,1,16,7,-15,8,-25,-29,-31,-13,-13,-17
-11,4,15,3,-13,9,-25,-29,-31,-12,-12,-16
-8,6,14,1,-11,10,-27,-30,-31,-11,-10,-15
-7,8,15,0,-11,11,-28,-30,-30,-10,-9,-14
-6,8,14,-1,-10,11,-29,-30,-29,-9,-7,-13
-5,9,14,-2,-9,11,-29,-30,-28,-8,-6,-11
-3,8,11,-2,-7,9,-31,-30,-28,-7,-5,-10
-1,7,8,-3,-4,7,-31,-31,-28,-7,-5,-10
-1,4,5,-1,-3,4,-32,-31,-27,-6,-4,-9
-2,4,6,-1,-4,5,-31,-31,-25,-5,-3,-9
-1,3,4,-1,-2,3,-31,-29,-23,-3,-3,-8
-1,2,3,0,-2,2,-30,-28,-22,-2,-2,-8
-1,0,1,0,-1,0,-30,-28,-22,-2,-2,-8
-3,-2,1,2,-2,-1,-30,-27,-23,-2,-3,-8
-1,-2,-1,1,0,-2,-29,-26,-23,-2,-3,-7
0,-3,-3,1,1,-3,-27,-24,-22,-2,-3,-7
-2,-4,-2,3,0,-3,-25,-23,-22,-3,-3,-8
-2,-4,-2,3,0,-3,-22,-23,-22,-5,-4,-10
-2,-7,-5,4,1,-6,-22,-24,-23,-6,-5,-11
-5,-12,-7,8,1,-10,-22,-26,-26,-9,-8,-14
-8,-16,-8,12,0,-12,-23,-28,-28,-11,-10,-15
-8,-16,-8,12,0,-12,-23,-29,-30,-13,-12,-17
-9,-18,-9,13,0,-14,-24,-30,-32,-15,-14,-19
-10,-20,-10,15,0,-15,-24,-31,-34,-17,-16,-22
-12,-22,-10,17,-1,-16,-25,-33,-36,-19,-18,-24
-13,-24,-11,18,-1,-18,-25,-34,-37,-20,-20,-25
-12,-24,-12,18,0,-18,-26,-34,-36,-20,-20,-26
-9,-23,-14,16,2,-19,-25,-33,-35,-20,-19,-25
-10,-25,-15,17,2,-20,-26,-33,-36,-20,-19,-25
-9,-25,-16,17,3,-21,-26,-33,-36,-20,-18,-24
-12,-26,-14,19,1,-20,-27,-33,-38,-20,-19,-25
-14,-27,-13,20,-1,-20,-27,-34,-38,-20,-19,-25
-15,-26,-11,20,-2,-19,-27,-34,-38,-20,-18,-24
-18,-29,-11,23,-4,-20,-27,-34,-38,-21,-19,-25
-20,-30,-10,25,-5,-20,-27,-34,-37,-21,-19,-26
-19,-31,-12,25,-4,-22,-27,-34,-37,-22,-20,-27
-18,-31,-13,24,-3,-22,-27,-34,-36,-21,-20,-28
-17,-31,-14,24,-2,-23,-27,-34,-36,-22,-21,-27
-16,-30,-14,23,-1,-22,-27,-34,-37,-22,-22,-27
-15,-30,-15,22,0,-23,-28,-34,-37,-22,-21,-27
-13,-27,-14,20,0,-21,-26,-32,-36,-20,-20,-26
-11,-24,-13,17,1,-19,-25,-32,-36,-20,-20,-25
-13,-25,-12,19,-1,-19,-25,-32,-36,-20,-20,-25
-13,-24,-11,18,-1,-18,-24,-32,-36,-20,-19,-25
-12,-23,-11,17,-1,-17,-24,-32,-36,-20,-19,-24
-11,-24,-13,17,1,-19,-24,-32,-35,-20,-19,-25
-10,-24,-14,17,2,-19,-24,-31,-34,-19,-18,-25
-9,-23,-14,16,2,-19,-23,-30,-34,-20,-18,-25
-8,-22,-14,15,3,-18,-23,-30,-34,-20,-18,-25
-8,-22,-14,15,3,-18,-23,-30,-34,-20,-18,-25
-10,-24,-14,17,2,-19,-24,-31,-35,-21,-18,-26
-10,-22,-12,16,1,-17,-24,-29,-33,-20,-18,-25
-9,-21,-12,15,1,-17,-23,-28,-30,-17,-16,-23
-10,-22,-12,16,1,-17,-23,-27,-28,-14,-15,-22
-9,-23,-14,16,2,-19,-22,-25,-26,-12,-14,-21
-10,-25,-15,17,2,-20,-22,-23,-24,-10,-12,-20
-10,-24,-14,17,2,-19,-19,-18,-19,-6,-10,-18
-7,-17,-10,12,1,-14,-8,-4,-7,2,-4,-13
-4,-9,-5,6,0,-7,6,18,13,16,7,-5
-3,1,4,1,-3,2,19,39,36,36,23,8
1,14,13,-7,-6,14,29,54,60,62,44,26
5,30,25,-17,-10,28,39,67,87,96,70,50
8,50,42,-29,-17,46,45,79,120,139,105,79
13,73,60,-43,-23,67,45,93,157,186,143,113
21,101,80,-61,-29,91,36,101,194,236,187,150
25,121,96,-73,-35,109,14,100,225,284,229,187
35,141,106,-88,-35,124,-12,93,249,325,268,221
52,159,107,-105,-27,133,-38,83,267,355,298,248
68,168,100,-118,-16,134,-63,74,280,372,317,265
81,173,92,-127,-5,133,-93,57,277,370,320,270
89,171,82,-130,4,127,-128,25,248,344,305,261
87,161,74,-124,7,118,-163,-24,187,285,264,233
77,146,69,-111,4,108,-194,-89,93,199,202,187
63,116,53,-89,5,85,-212,-146,5,115,140,138
53,84,31,-68,11,58,-218,-185,-63,52,90,96
45,52,7,-48,19,30,-215,-206,-110,5,51,60
33,24,-9,-28,21,8,-205,-212,-137,-30,19,30
21,5,-16,-13,19,-5,-189,-205,-148,-52,-5,4
12,-5,-17,-3,14,-11,-168,-187,-145,-63,-21,-12
8,-11,-19,1,13,-15,-146,-163,-133,-66,-29,-21
4,-13,-17,4,10,-15,-123,-136,-115,-62,-33,-26
1,-16,-17,7,9,-16,-101,-111,-96,-56,-34,-28
-1,-19,-18,10,8,-19,-81,-90,-79,-49,-33,-29
0,-16,-16,8,8,-16,-62,-72,-66,-41,-31,-28
-2,-18,-16,10,7,-17,-48,-59,-56,-34,-28,-28
-4,-19,-15,11,5,-17,-36,-49,-49,-30,-26,-27
-2,-15,-13,8,5,-14,-27,-40,-43,-26,-23,-26
-1,-11,-10,6,4,-11,-21,-34,-40,-24,-20,-25
-2,-11,-9,6,3,-10,-18,-30,-38,-24,-20,-25
-6,-13,-7,9,0,-10,-15,-27,-36,-25,-21,-25
-8,-15,-7,11,-1,-11,-12,-23,-33,-24,-22,-25
-11,-18,-7,14,-2,-13,-9,-19,-30,-23,-22,-26
-14,-19,-5,16,-5,-12,-6,-16,-27,-21,-23,-25
-15,-19,-4,17,-6,-12,-3,-13,-25,-19,-23,-25
-15,-20,-5,17,-5,-13,-1,-11,-23,-18,-23,-25
-13,-19,-6,16,-4,-13,0,-10,-22,-17,-22,-25
-14,-20,-6,17,-4,-13,0,-9,-22,-16,-22,-26
-14,-20,-6,17,-4,-13,0,-8,-22,-16,-21,-26
-10,-18,-8,14,-1,-13,1,-7,-21,-15,-20,-25
-6,-15,-9,10,1,-12,1,-5,-20,-14,-19,-24
-5,-13,-8,9,1,-11,2,-4,-19,-14,-18,-23
-6,-13,-7,9,0,-10,2,-3,-18,-15,-18,-24
-7,-13,-6,10,-1,-10,3,-2,-17,-14,-18,-23
-7,-14,-7,10,0,-11,4,0,-16,-13,-17,-23
-7,-13,-6,10,-1,-10,5,0,-14,-12,-17,-22
-8,-12,-4,10,-2,-8,5,1,-14,-12,-17,-21
-10,-14,-4,12,-3,-9,5,1,-16,-12,-18,-21
-11,-16,-5,13,-3,-11,5,1,-16,-12,-19,-22
-12,-17,-5,14,-4,-11,6,1,-17,-13,-20,-23
-10,-17,-7,13,-2,-12,6,1,-16,-13,-20,-23
-10,-17,-7,13,-2,-12,6,2,-16,-14,-20,-23
-11,-17,-6,14,-3,-12,5,2,-15,-13,-19,-23
-12,-17,-5,14,-4,-11,5,2,-15,-13,-18,-23
-17,-19,-2,18,-8,-11,5,2,-14,-13,-18,-23
-19,-21,-2,20,-9,-12,5,2,-13,-13,-17,-23
-18,-20,-2,19,-8,-11,5,3,-12,-12,-17,-23
-16,-18,-2,17,-7,-10,6,4,-12,-11,-17,-23
-13,-17,-4,15,-5,-11,7,5,-12,-11,-17,-23
-13,-17,-4,15,-5,-11,7,6,-12,-10,-17,-22
-13,-16,-3,14,-5,-10,7,7,-11,-10,-16,-22
-10,-13,-3,11,-4,-8,8,8,-10,-9,-15,-21
-9,-13,-4,11,-3,-9,8,8,-9,-9,-15,-21
-10,-12,-2,11,-4,-7,9,9,-8,-8,-15,-21
-10,-12,-2,11,-4,-7,11,11,-7,-8,-14,-20
-9,-11,-2,10,-4,-7,13,12,-6,-7,-13,-20
-11,-14,-3,12,-4,-9,13,12,-6,-7,-14,-20
-12,-15,-3,13,-5,-9,13,11,-7,-9,-15,-21
-10,-13,-3,11,-4,-8,13,13,-7,-9,-15,-21
-7,-11,-4,9,-2,-8,14,14,-6,-8,-14,-20
-5,-8,-3,6,-1,-6,14,16,-5,-6,-14,-19
-5,-8,-3,6,-1,-6,14,17,-5,-6,-14,-19
-10,-13,-3,11,-4,-8,12,15,-6,-6,-15,-19
-13,-16,-3,14,-5,-10,12,15,-6,-7,-16,-20
-15,-17,-2,16,-7,-10,14,15,-4,-6,-15,-20
-15,-17,-2,16,-7,-10,15,16,-3,-6,-15,-21
-14,-17,-3,15,-6,-10,17,16,-2,-6,-15,-21
-15,-17,-2,16,-7,-10,17,17,-2,-6,-15,-22
-17,-19,-2,18,-8,-11,16,18,-1,-6,-15,-22
-16,-17,-1,16,-8,-9,16,19,0,-6,-15,-21
-14,-15,-1,14,-7,-8,16,19,0,-6,-15,-21
-14,-14,0,14,-7,-7,16,20,0,-6,-14,-20
-13,-14,-1,13,-6,-8,17,22,1,-5,-14,-20
-15,-14,1,14,-8,-7,18,23,2,-5,-13,-19
-16,-13,3,14,-10,-5,18,24,2,-4,-13,-19
-13,-11,2,12,-8,-5,19,25,3,-3,-13,-18
-12,-10,2,11,-7,-4,20,26,3,-3,-12,-18
-12,-10,2,11,-7,-4,20,27,3,-3,-12,-19
-12,-12,0,12,-6,-6,20,28,4,-3,-13,-19
-10,-9,1,9,-6,-4,21,30,5,-2,-12,-18
-11,-9,2,10,-7,-4,22,32,5,-2,-12,-18
-10,-9,1,9,-6,-4,22,32,5,-2,-12,-19
-8,-8,0,8,-4,-4,24,33,6,-1,-11,-18
-6,-7,-1,6,-3,-4,24,34,7,-1,-11,-17
-9,-10,-1,9,-4,-6,24,35,8,-1,-12,-18
-11,-11,0,11,-6,-6,24,36,9,-2,-12,-18
-15,-16,-1,15,-7,-9,21,36,8,-3,-13,-19
-16,-17,-1,16,-8,-9,21,36,9,-2,-12,-19
-15,-14,1,14,-8,-7,23,39,11,0,-11,-17
-15,-13,2,14,-9,-6,23,41,13,0,-10,-17
-15,-13,2,14,-9,-6,23,42,13,1,-10,-16
-15,-13,2,14,-9,-6,24,43,14,1,-10,-16
-13,-12,1,12,-7,-6,24,45,14,1,-10,-16
-13,-12,1,12,-7,-6,25,47,15,1,-10,-16
-14,-11,3,12,-9,-4,26,49,17,2,-9,-16
-12,-10,2,11,-7,-4,28,51,19,3,-8,-16
-12,-10,2,11,-7,-4,30,52,20,3,-7,-16
-13,-10,3,11,-8,-4,31,53,21,4,-7,-16
-16,-11,5,13,-11,-3,30,54,23,4,-7,-16
-16,-10,6,13,-11,-2,31,57,24,5,-6,-15
-14,-7,7,10,-11,0,32,59,26,7,-4,-13
-13,-6,7,9,-10,0,32,61,27,8,-4,-13
-11,-5,6,8,-9,0,31,63,28,8,-4,-12
-10,-4,6,7,-8,1,32,65,30,10,-3,-11
-7,-2,5,4,-6,1,34,69,33,11,-2,-9
-5,1,6,2,-5,3,36,72,36,13,-1,-8
-5,1,6,2,-5,3,37,74,37,13,-1,-8
-7,0,7,3,-7,3,37,76,39,14,0,-7
-5,1,6,2,-5,3,38,79,41,16,1,-6
-4,3,7,0,-5,5,38,82,43,18,1,-6
-5,3,8,1,-6,5,39,83,45,19,1,-6
-6,2,8,2,-7,5,40,85,46,20,1,-6
-5,4,9,0,-7,6,42,89,49,22,3,-4
-1,8,9,-3,-5,8,44,93,52,24,6,-2
-1,10,11,-4,-6,10,44,95,54,25,7,-1
-3,9,12,-3,-7,10,45,97,56,26,8,0
-6,7,13,0,-9,10,45,99,57,27,9,0
-7,7,14,0,-10,10,45,100,60,28,10,1
-2,11,13,-4,-7,12,46,104,64,32,13,3
0,15,15,-7,-7,15,48,107,68,35,15,5
-1,14,15,-6,-8,14,48,109,70,36,15,5
-3,11,14,-4,-8,12,48,110,72,37,15,5
-5,10,15,-2,-10,12,48,112,75,38,16,5
-5,11,16,-3,-10,13,49,114,77,40,17,7
-5,11,16,-3,-10,13,50,117,79,42,18,7
-5,13,18,-4,-11,15,50,119,81,43,20,8
-5,13,18,-4,-11,15,50,121,82,44,21,9
-1,18,19,-8,-10,18,50,124,86,46,23,11
2,23,21,-12,-9,22,51,126,88,49,25,13
4,26,22,-15,-9,24,51,128,91,51,27,15
7,28,21,-17,-7,25,52,130,93,53,29,16
8,28,20,-18,-6,24,51,131,95,55,30,18
5,26,21,-15,-8,24,51,132,96,55,31,18
5,26,21,-15,-8,24,51,132,97,56,32,19
6,27,21,-16,-7,24,52,133,99,58,34,20
6,26,20,-16,-7,23,51,133,100,59,35,21
3,24,21,-13,-9,23,49,132,100,59,35,21
1,24,23,-12,-11,24,49,132,101,60,36,21
-1,23,24,-11,-12,23,47,131,101,60,37,22
-2,24,26,-11,-14,25,46,130,101,61,37,23
-1,26,27,-12,-14,26,45,128,100,60,37,23
-1,27,28,-13,-14,27,44,126,100,61,37,24
0,28,28,-14,-14,28,44,125,99,61,37,25
0,28,28,-14,-14,28,42,122,97,61,37,24
-3,26,29,-11,-16,27,39,118,94,59,35,23
-4,24,28,-10,-16,26,35,113,91,58,35,23
-1,25,26,-12,-13,25,32,109,89,58,35,23
0,26,26,-13,-13,26,30,105,87,56,35,24
2,28,26,-15,-12,27,29,102,85,55,35,23
2,30,28,-16,-13,29,26,97,82,53,34,23
1,30,29,-15,-14,30,23,92,78,51,32,22
0,28,28,-14,-14,28,20,85,73,49,31,21
0,29,29,-14,-14,29,18,79,69,48,30,21
0,29,29,-14,-14,29,16,73,65,46,29,21
0,28,28,-14,-14,28,14,68,60,44,28,20
2,28,26,-15,-12,27,12,62,56,43,27,19
5,29,24,-17,-9,27,11,58,52,42,26,19
4,28,24,-16,-10,26,10,53,48,39,24,17
1,25,24,-13,-11,25,8,48,43,36,21,14
0,23,23,-11,-11,23,7,43,39,32,19,13
0,23,23,-11,-11,23,6,39,35,30,18,12
0,21,21,-10,-10,21,4,34,30,27,16,10
1,19,18,-10,-8,19,1,30,26,24,14,8
3,20,17,-11,-7,19,0,26,22,22,12,8
5,19,14,-12,-4,17,-1,22,18,19,11,6
2,14,12,-8,-5,13,-4,16,13,15,8,3
-3,7,10,-2,-6,8,-7,11,8,11,4,0
-4,4,8,0,-6,6,-7,8,3,7,1,-1
-4,2,6,1,-5,4,-8,5,0,3,-1,-4
-4,0,4,2,-4,2,-8,3,-3,1,-3,-6
-5,0,5,2,-5,2,-8,1,-6,0,-5,-8
-4,0,4,2,-4,2,-7,0,-8,-2,-6,-10
-2,1,3,0,-2,2,-7,0,-9,-2,-8,-10
-1,1,2,0,-1,1,-8,-1,-10,-3,-9,-11
-1,0,1,0,-1,0,-9,-3,-11,-4,-9,-12
-1,0,1,0,-1,0,-10,-5,-12,-5,-9,-12
1,2,1,-1,0,2,-9,-6,-12,-5,-9,-12
-1,-2,-1,1,0,-2,-10,-8,-16,-7,-11,-14
-6,-7,-1,6,-3,-4,-11,-11,-18,-9,-13,-16
-9,-11,-2,10,-4,-7,-11,-12,-19,-11,-14,-17
-14,-15,-1,14,-7,-8,-12,-13,-21,-12,-15,-18
-17,-18,-1,17,-8,-10,-14,-15,-23,-14,-17,-19
-16,-18,-2,17,-7,-10,-13,-15,-24,-14,-17,-20
-16,-17,-1,16,-8,-9,-13,-15,-24,-14,-17,-20
-14,-16,-2,15,-6,-9,-13,-16,-25,-14,-18,-20
-13,-16,-3,14,-5,-10,-14,-17,-26,-14,-18,-20
-12,-14,-2,13,-5,-8,-14,-18,-27,-16,-19,-20
-12,-14,-2,13,-5,-8,-14,-18,-27,-16,-20,-20
-13,-14,-1,13,-6,-8,-13,-18,-27,-17,-21,-21
